"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @britishmuseum: We've just announced that the British Museum has arrived in Minecraft! #MuseumOfTheFuture https://t.co/yjDRt5s4Ny http:/…",FALSE,0,NA,2014-10-17 15:22:24,FALSE,NA,"523131922835582976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cllrainslie",137,TRUE,FALSE,NA,NA
"2","RT @britishmuseum: P.S. If you're at the #MuseumOfTheFuture drinks come to the winged bulls to have your say about the debate! http://t.co/…",FALSE,0,NA,2014-10-17 15:19:48,FALSE,NA,"523131267106095107",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chojiT",21,TRUE,FALSE,NA,NA
"3","RT @LauraKugel: Viewing objects 'physically' and 'virtually' aren't competing but complementing each other #MuseumOfTheFuture @britishmuseu…",FALSE,0,NA,2014-10-17 15:18:39,FALSE,NA,"523130979947655168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Parthenon1",27,TRUE,FALSE,NA,NA
"4","RT @britishmuseum: We've just announced that the British Museum has arrived in Minecraft! #MuseumOfTheFuture https://t.co/yjDRt5s4Ny http:/…",FALSE,0,NA,2014-10-17 15:17:50,FALSE,NA,"523130775085268992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","michtrim",137,TRUE,FALSE,NA,NA
"5","RT @ImogenHopes: #MuseumOfTheFuture Digital democratises knowledge - let's utalise that. Make museum content more sharable.",FALSE,0,NA,2014-10-17 15:17:41,FALSE,NA,"523130737625931776",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","michtrim",13,TRUE,FALSE,NA,NA
"6","RT @LauraKugel: High res images freely available and wifi throughout the museum. @britishmuseum aligns with @rijksmuseum and @metmuseum #Mu…",FALSE,0,NA,2014-10-17 15:17:39,FALSE,NA,"523130729501556736",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","IntelligenceTV",16,TRUE,FALSE,NA,NA
"7","RT @britishmuseum: We've just announced that the British Museum has arrived in Minecraft! #MuseumOfTheFuture https://t.co/yjDRt5s4Ny http:/…",FALSE,0,NA,2014-10-17 15:17:36,FALSE,NA,"523130717061279745",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","IntelligenceTV",137,TRUE,FALSE,NA,NA
"8","RT @somaro_s: 2 million objects digitised, another 8-10 (million!) to go #museumofthefuture",FALSE,0,NA,2014-10-17 15:17:32,FALSE,NA,"523130699382276096",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","IntelligenceTV",12,TRUE,FALSE,NA,NA
"9","RT @heritageNinja: #MuseumOfTheFuture what should museums be collecting now for future generations?",FALSE,0,NA,2014-10-17 15:17:28,FALSE,NA,"523130681728458752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","michtrim",20,TRUE,FALSE,NA,NA
"10","RT @ImogenHopes: #MuseumOfTheFuture Digital democratises knowledge - let's utalise that. Make museum content more sharable.",FALSE,0,NA,2014-10-17 15:17:25,FALSE,NA,"523130667090341888",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","IntelligenceTV",13,TRUE,FALSE,NA,NA
"11","RT @artfletch: Please please please don't buzzfeedify the British museum. #MuseumOfTheFuture",FALSE,0,NA,2014-10-17 15:17:19,FALSE,NA,"523130641958055938",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","IntelligenceTV",12,TRUE,FALSE,NA,NA
"12","RT @heritageNinja: #MuseumOfTheFuture what should museums be collecting now for future generations?",FALSE,0,NA,2014-10-17 15:17:17,FALSE,NA,"523130635557556225",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","IntelligenceTV",20,TRUE,FALSE,NA,NA
"13","RT @lindzeiy: Definitely! But do make content more shareable! ""@artfletch: Please please please don't buzzfeedify the British museum. #Muse…",FALSE,0,NA,2014-10-17 15:17:16,FALSE,NA,"523130630063026177",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","IntelligenceTV",3,TRUE,FALSE,NA,NA
"14","RT @edtparkes: Lots of ideas being discussed at #MuseumOfTheFuture could be achieved by making more collections available as open data @bri…",FALSE,0,NA,2014-10-17 15:17:09,FALSE,NA,"523130601621454848",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","IntelligenceTV",11,TRUE,FALSE,NA,NA
"15","RT @MajaMaricevic: My favourite idea so far linking objects across museums, their original locations and info (also academic research!)  #M…",FALSE,0,NA,2014-10-17 15:17:05,FALSE,NA,"523130585909583874",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","IntelligenceTV",15,TRUE,FALSE,NA,NA
"16","RT @britishmuseum: P.S. If you're at the #MuseumOfTheFuture drinks come to the winged bulls to have your say about the debate! http://t.co/…",FALSE,0,NA,2014-10-17 15:17:01,FALSE,NA,"523130569287540736",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","JCCavallero",21,TRUE,FALSE,NA,NA
"17","RT @LauraKugel: Viewing objects 'physically' and 'virtually' aren't competing but complementing each other #MuseumOfTheFuture @britishmuseu…",FALSE,0,NA,2014-10-17 15:16:50,FALSE,NA,"523130521304711169",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","IntelligenceTV",27,TRUE,FALSE,NA,NA
"18","RT @Event_Comm: @googleart ""the present is being collected right now on the internet- the role of the Museum is to engage with it"" #MuseumO…",FALSE,0,NA,2014-10-17 15:16:48,FALSE,NA,"523130513364881408",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","IntelligenceTV",11,TRUE,FALSE,NA,NA
"19","RT @somaro_s: Diff between collecting objects of the present &amp; collecting digitally. But then so much of our lives are lived online... #mus…",FALSE,0,NA,2014-10-17 15:16:46,FALSE,NA,"523130505278275584",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","IntelligenceTV",10,TRUE,FALSE,NA,NA
"20","RT @britishmuseum: Book for the next #MuseumOfTheFuture debate on 18 Nov, on the new Knowledge Quarter in Camden http://t.co/z9AfDye61x htt…",FALSE,0,NA,2014-10-17 15:16:21,FALSE,NA,"523130401834139648",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","IntelligenceTV",44,TRUE,FALSE,NA,NA
"21","RT @britishmuseum: P.S. If you're at the #MuseumOfTheFuture drinks come to the winged bulls to have your say about the debate! http://t.co/…",FALSE,0,NA,2014-10-17 15:16:03,FALSE,NA,"523130324231155712",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","IntelligenceTV",21,TRUE,FALSE,NA,NA
"22","RT @britishmuseum: Have your say about the #MuseumOfTheFuture by filling in our quick online survey https://t.co/L8hcJiK0BO http://t.co/m99…",FALSE,0,NA,2014-10-17 15:15:39,FALSE,NA,"523130225430122498",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","IntelligenceTV",44,TRUE,FALSE,NA,NA
"23","RT @britishmuseum: Have your say about the #MuseumOfTheFuture by filling in our quick online survey http://t.co/yW6hj5mo6B http://t.co/GVtS…",FALSE,0,NA,2014-10-17 15:14:45,FALSE,NA,"523129996789809152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chojiT",28,TRUE,FALSE,NA,NA
"24","RT @britishmuseum: We've just announced that the British Museum has arrived in Minecraft! #MuseumOfTheFuture https://t.co/yjDRt5s4Ny http:/…",FALSE,0,NA,2014-10-17 15:14:29,FALSE,NA,"523129931682050048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TFAComputing",137,TRUE,FALSE,NA,NA
"25","RT @britishmuseum: Catch up on yesterday’s #MuseumOfTheFuture debate with the full audio http://t.co/7YYRd4NrsS http://t.co/E7UsYdDlHc",FALSE,0,NA,2014-10-17 15:14:18,FALSE,NA,"523129882751291392",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","IntelligenceTV",35,TRUE,FALSE,NA,NA
"26","RT @britishmuseum: Have your say about the #MuseumOfTheFuture by filling in our quick online survey http://t.co/yW6hj5mo6B http://t.co/GVtS…",FALSE,0,NA,2014-10-17 15:13:22,FALSE,NA,"523129650625933316",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","IntelligenceTV",28,TRUE,FALSE,NA,NA
"27","RT @britishmuseum: You can also see the highlights of the second #MuseumOfTheFuture debate in this @Storify http://t.co/HMiORYXrI9 http://t…",FALSE,0,NA,2014-10-17 15:11:39,FALSE,NA,"523129217857650688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","parabolico_bh",13,TRUE,FALSE,NA,NA
"28","RT @britishmuseum: Book for the next #MuseumOfTheFuture debate on 18 Nov, on the new Knowledge Quarter in Camden http://t.co/z9AfDye61x htt…",FALSE,0,NA,2014-10-17 15:01:30,FALSE,NA,"523126661840371712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Armandokravioto",44,TRUE,FALSE,NA,NA
"29","RT @NewCitProj: How can we #Citizens interact w museums? How will the interaction change in the age of digital technology #MuseumOfTheFutur…",FALSE,0,NA,2014-10-17 15:01:11,FALSE,NA,"523126583847297024",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","aekkeshis",2,TRUE,FALSE,NA,NA
"30","RT @britishmuseum: We've just announced that the British Museum has arrived in Minecraft! #MuseumOfTheFuture https://t.co/yjDRt5s4Ny http:/…",FALSE,0,NA,2014-10-17 14:47:13,FALSE,NA,"523123069423222784",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","PeerIndex",137,TRUE,FALSE,NA,NA
"31","RT @britishmuseum: Catch up on yesterday’s #MuseumOfTheFuture debate with the full audio http://t.co/7YYRd4NrsS http://t.co/E7UsYdDlHc",FALSE,0,NA,2014-10-17 14:47:05,FALSE,NA,"523123037408079872",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WallHelen",35,TRUE,FALSE,NA,NA
"32","RT @britishmuseum: Have your say about the #MuseumOfTheFuture by filling in our quick online survey http://t.co/yW6hj5mo6B http://t.co/GVtS…",FALSE,0,NA,2014-10-17 14:39:25,FALSE,NA,"523121104844759040",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ElizabethECharl",28,TRUE,FALSE,NA,NA
"33","RT @britishmuseum: Catch up on yesterday’s #MuseumOfTheFuture debate with the full audio http://t.co/7YYRd4NrsS http://t.co/E7UsYdDlHc",FALSE,0,NA,2014-10-17 14:28:56,FALSE,NA,"523118468229758976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CrstinaGarrido",35,TRUE,FALSE,NA,NA
"34","RT @elfkay: #MuseumOfTheFuture @britishmuseum think a little bigger: reach further. Drones to map archeological sites in Peru  http://t.co/…",FALSE,0,NA,2014-10-17 14:26:59,FALSE,NA,"523117978175684608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LesaDryburgh",1,TRUE,FALSE,NA,NA
"35","RT @britishmuseum: Catch up on yesterday’s #MuseumOfTheFuture debate with the full audio http://t.co/7YYRd4NrsS http://t.co/E7UsYdDlHc",FALSE,0,NA,2014-10-17 14:25:13,FALSE,NA,"523117530869923840",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","joseantvazquez",35,TRUE,FALSE,NA,NA
"36","RT @britishmuseum: Catch up on yesterday’s #MuseumOfTheFuture debate with the full audio http://t.co/7YYRd4NrsS http://t.co/E7UsYdDlHc",FALSE,0,NA,2014-10-17 14:23:49,FALSE,NA,"523117180242907137",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","stefaluna",35,TRUE,FALSE,NA,NA
"37","RT @britishmuseum: Catch up on yesterday’s #MuseumOfTheFuture debate with the full audio http://t.co/7YYRd4NrsS http://t.co/E7UsYdDlHc",FALSE,0,NA,2014-10-17 14:23:34,FALSE,NA,"523117119051816960",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","futureofmuseums",35,TRUE,FALSE,NA,NA
"38","RT @britishmuseum: Catch up on yesterday’s #MuseumOfTheFuture debate with the full audio http://t.co/7YYRd4NrsS http://t.co/E7UsYdDlHc",FALSE,0,NA,2014-10-17 14:14:44,FALSE,NA,"523114893009252352",NA,"<a href=""http://sites.google.com/site/yorufukurou/"" rel=""nofollow"">YoruFukurou</a>","DiannaMuircast",35,TRUE,FALSE,NA,NA
"39","RT @britishmuseum: We've just announced that the British Museum has arrived in Minecraft! #MuseumOfTheFuture https://t.co/yjDRt5s4Ny http:/…",FALSE,0,NA,2014-10-17 13:57:55,FALSE,NA,"523110662776827904",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","Theologista",137,TRUE,FALSE,NA,NA
"40","RT @britishmuseum: Catch up on yesterday’s #MuseumOfTheFuture debate with the full audio http://t.co/7YYRd4NrsS http://t.co/E7UsYdDlHc",FALSE,0,NA,2014-10-17 13:57:55,FALSE,NA,"523110661031985152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MiraTweeta",35,TRUE,FALSE,NA,NA
"41","RT @britishmuseum: Catch up on yesterday’s #MuseumOfTheFuture debate with the full audio http://t.co/7YYRd4NrsS http://t.co/E7UsYdDlHc",FALSE,0,NA,2014-10-17 13:56:54,FALSE,NA,"523110407528263681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MeganPeiser",35,TRUE,FALSE,NA,NA
"42","RT @britishmuseum: Have your say about the #MuseumOfTheFuture by filling in our quick online survey http://t.co/yW6hj5mo6B http://t.co/GVtS…",FALSE,0,NA,2014-10-17 13:50:02,FALSE,NA,"523108677478522880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SuzanneShoker1",28,TRUE,FALSE,NA,NA
"43","RT @britishmuseum: Have your say about the #MuseumOfTheFuture by filling in our quick online survey http://t.co/yW6hj5mo6B http://t.co/GVtS…",FALSE,0,NA,2014-10-17 13:49:41,FALSE,NA,"523108588685115392",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SCM_Archives",28,TRUE,FALSE,NA,NA
"44","RT @britishmuseum: You can also see the highlights of the second #MuseumOfTheFuture debate in this @Storify http://t.co/HMiORYXrI9 http://t…",FALSE,0,NA,2014-10-17 13:47:27,FALSE,NA,"523108029030727680",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ModupeLabode",13,TRUE,FALSE,NA,NA
"45","RT @britishmuseum: Have your say about the #MuseumOfTheFuture by filling in our quick online survey http://t.co/yW6hj5mo6B http://t.co/GVtS…",FALSE,0,NA,2014-10-17 13:44:51,FALSE,NA,"523107375189090304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","samtyler2715",28,TRUE,FALSE,NA,NA
"46","RT @britishmuseum: Catch up on yesterday’s #MuseumOfTheFuture debate with the full audio http://t.co/7YYRd4NrsS http://t.co/E7UsYdDlHc",FALSE,0,NA,2014-10-17 13:41:26,FALSE,NA,"523106515818127361",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RyokoM822",35,TRUE,FALSE,NA,NA
"47","RT @britishmuseum: Catch up on yesterday’s #MuseumOfTheFuture debate with the full audio http://t.co/cWPEb0mjBx http://t.co/88B0RAfnEI",FALSE,0,NA,2014-10-17 13:38:10,FALSE,NA,"523105692518199296",NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","PaulattheBM",0,FALSE,FALSE,NA,NA
"48","#MuseumOfTheFuture : #TheDigitalAge by #BritishMuseum  https://t.co/GJkDqKG4B7 #Architecture #Chipperfield",FALSE,0,NA,2014-10-17 13:37:54,FALSE,NA,"523105626566574080",NA,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>","provenzanoarch",0,FALSE,FALSE,NA,NA
"49","RT @britishmuseum: Catch up on yesterday’s #MuseumOfTheFuture debate with the full audio http://t.co/7YYRd4NrsS http://t.co/E7UsYdDlHc",FALSE,0,NA,2014-10-17 13:35:47,FALSE,NA,"523105092883722241",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","art_row_com",35,TRUE,FALSE,NA,NA
"50","RT @britishmuseum: Have your say about the #MuseumOfTheFuture by filling in our quick online survey http://t.co/yW6hj5mo6B http://t.co/GVtS…",FALSE,0,NA,2014-10-17 13:33:13,FALSE,NA,"523104448424718336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prillyp",28,TRUE,FALSE,NA,NA
"51","RT @britishmuseum: We've just announced that the British Museum has arrived in Minecraft! #MuseumOfTheFuture https://t.co/yjDRt5s4Ny http:/…",FALSE,0,NA,2014-10-17 13:30:53,FALSE,NA,"523103858462294016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","martinohanlon",137,TRUE,FALSE,NA,NA
"52","RT @britishmuseum: Catch up on yesterday’s #MuseumOfTheFuture debate with the full audio http://t.co/7YYRd4NrsS http://t.co/E7UsYdDlHc",FALSE,0,NA,2014-10-17 13:27:49,FALSE,NA,"523103086240604160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SamnthaDeTillio",35,TRUE,FALSE,NA,NA
"53","RT @britishmuseum: Have your say about the #MuseumOfTheFuture by filling in our quick online survey http://t.co/yW6hj5mo6B http://t.co/GVtS…",FALSE,0,NA,2014-10-17 13:24:04,FALSE,NA,"523102145416265728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ClassicsIreland",28,TRUE,FALSE,NA,NA
"54","You can hear me speak @britishmuseum #MuseumOfTheFuture debate 1hr17 mins in Raising profile of #ditigal + #autism https://t.co/HiBnGUhyuf",FALSE,0,NA,2014-10-17 13:23:59,FALSE,NA,"523102121835888640",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TinctureOfMuse",1,FALSE,FALSE,NA,NA
"55","RT @britishmuseum: Catch up on yesterday’s #MuseumOfTheFuture debate with the full audio http://t.co/7YYRd4NrsS http://t.co/E7UsYdDlHc",FALSE,0,NA,2014-10-17 13:23:08,FALSE,NA,"523101908849156098",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MuseumsForum",35,TRUE,FALSE,NA,NA
"56","RT @britishmuseum: Catch up on yesterday’s #MuseumOfTheFuture debate with the full audio http://t.co/7YYRd4NrsS http://t.co/E7UsYdDlHc",FALSE,0,NA,2014-10-17 13:20:55,FALSE,NA,"523101352055296000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TinctureOfMuse",35,TRUE,FALSE,NA,NA
"57","RT @britishmuseum: Have your say about the #MuseumOfTheFuture by filling in our quick online survey http://t.co/yW6hj5mo6B http://t.co/GVtS…",FALSE,0,NA,2014-10-17 13:15:36,FALSE,NA,"523100014592397312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lauravarnam",28,TRUE,FALSE,NA,NA
"58","RT @britishmuseum: Have your say about the #MuseumOfTheFuture by filling in our quick online survey http://t.co/yW6hj5mo6B http://t.co/GVtS…",FALSE,0,NA,2014-10-17 13:11:25,FALSE,NA,"523098959833997312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TheRECBedford",28,TRUE,FALSE,NA,NA
"59","Education can learn a lot from Museums RT @britishmuseum Catch up on yesterday’s #MuseumOfTheFuture debate http://t.co/Dd5HEESLqw",FALSE,0,NA,2014-10-17 13:10:54,FALSE,NA,"523098831857389568",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","amysampsonuk",0,FALSE,FALSE,NA,NA
"60","The recording of last night's #MuseumOfTheFuture discussion on the digital age is now online https://t.co/ISlWDKYRAC @britishmuseum",FALSE,0,NA,2014-10-17 13:09:49,FALSE,NA,"523098558736519168",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","KatySwainston",0,FALSE,FALSE,NA,NA
"61","RT @britishmuseum: Have your say about the #MuseumOfTheFuture by filling in our quick online survey http://t.co/yW6hj5mo6B http://t.co/GVtS…",FALSE,0,NA,2014-10-17 13:06:20,FALSE,NA,"523097679283617793",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Joscruz7181558",28,TRUE,FALSE,NA,NA
"62","RT @britishmuseum: Have your say about the #MuseumOfTheFuture by filling in our quick online survey http://t.co/yW6hj5mo6B http://t.co/GVtS…",FALSE,0,NA,2014-10-17 13:01:04,FALSE,NA,"523096355221561344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","walkerabroad",28,TRUE,FALSE,NA,NA
"63","RT @britishmuseum: You can also see the highlights of the second #MuseumOfTheFuture debate in this @Storify http://t.co/HMiORYXrI9 http://t…",FALSE,0,NA,2014-10-17 13:01:04,FALSE,NA,"523096354541666304",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","shawnalemay",13,TRUE,FALSE,NA,NA
"64","RT @britishmuseum: Book for the next #MuseumOfTheFuture debate on 18 Nov, on the new Knowledge Quarter in Camden http://t.co/z9AfDye61x htt…",FALSE,0,NA,2014-10-17 12:59:21,FALSE,NA,"523095924093247488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","snapbackposhi86",44,TRUE,FALSE,NA,NA
"65","RT @britishmuseum: You can also see the highlights of the second #MuseumOfTheFuture debate in this @Storify http://t.co/HMiORYXrI9 http://t…",FALSE,0,NA,2014-10-17 12:58:58,FALSE,NA,"523095827854553090",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","InStyleNepal",13,TRUE,FALSE,NA,NA
"66","Help build  the #MuseumOfTheFuture @britishmuseum Have your say by filling in our quick online survey http://t.co/KBauW4pEpc",FALSE,0,"britishmuseum",2014-10-17 12:57:59,FALSE,"523090571037274112","523095578734252032","19066345","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JonWheelerArt",0,FALSE,FALSE,NA,NA
"67","RT @britishmuseum: Catch up on yesterday’s #MuseumOfTheFuture debate with the full audio http://t.co/7YYRd4NrsS http://t.co/E7UsYdDlHc",FALSE,0,NA,2014-10-17 12:49:12,FALSE,NA,"523093371146231809",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","londonsvaults",35,TRUE,FALSE,NA,NA
"68","#citylis “@britishmuseum: Catch up on yesterday’s #MuseumOfTheFuture debate with full audio http://t.co/ugkpqxoLlO http://t.co/ZIm4dsrVAF”",FALSE,1,"britishmuseum",2014-10-17 12:48:20,FALSE,"523087708005355520","523093153063387136","19066345","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","simon_younger",0,FALSE,FALSE,NA,NA
"69","RT @britishmuseum: Have your say about the #MuseumOfTheFuture by filling in our quick online survey http://t.co/yW6hj5mo6B http://t.co/GVtS…",FALSE,0,NA,2014-10-17 12:47:13,FALSE,NA,"523092871470411776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EricdeMarylebon",28,TRUE,FALSE,NA,NA
"70","RT @britishmuseum: You can also see the highlights of the second #MuseumOfTheFuture debate in this @Storify http://t.co/HMiORYXrI9 http://t…",FALSE,0,NA,2014-10-17 12:46:36,FALSE,NA,"523092716713177088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ipadfamilia",13,TRUE,FALSE,NA,NA
"71","RT @britishmuseum: Have your say about the #MuseumOfTheFuture by filling in our quick online survey http://t.co/yW6hj5mo6B http://t.co/GVtS…",FALSE,0,NA,2014-10-17 12:46:28,FALSE,NA,"523092679606173696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GORDAPUROCORAZO",28,TRUE,FALSE,NA,NA
"72","RT @heritageNinja: #MuseumOfTheFuture democratising beautiful things, taking the objects home. Sir Mark Walport.",FALSE,0,NA,2014-10-17 12:45:48,FALSE,NA,"523092514451247104",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PersephoneAHA",1,TRUE,FALSE,NA,NA
"73","RT @heritageNinja: ""@somaro_s: Interpretation is not supplementary, it is about unlocking. Down with this type of privilege.  #museumofthef…",FALSE,0,NA,2014-10-17 12:45:36,FALSE,NA,"523092464555810816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PersephoneAHA",1,TRUE,FALSE,NA,NA
"74","RT @britishmuseum: Have your say about the #MuseumOfTheFuture by filling in our quick online survey http://t.co/yW6hj5mo6B http://t.co/GVtS…",FALSE,0,NA,2014-10-17 12:44:32,FALSE,NA,"523092195641798656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","De_Kosnik",28,TRUE,FALSE,NA,NA
"75","RT @britishmuseum: Have your say about the #MuseumOfTheFuture by filling in our quick online survey http://t.co/yW6hj5mo6B http://t.co/GVtS…",FALSE,0,NA,2014-10-17 12:44:01,FALSE,NA,"523092063471300608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DemonHunter94",28,TRUE,FALSE,NA,NA
"76","RT @britishmuseum: Have your say about the #MuseumOfTheFuture by filling in our quick online survey http://t.co/yW6hj5mo6B http://t.co/GVtS…",FALSE,0,NA,2014-10-17 12:43:44,FALSE,NA,"523091991438299136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","closomatuk",28,TRUE,FALSE,NA,NA
"77","RT @britishmuseum: Have your say about the #MuseumOfTheFuture by filling in our quick online survey http://t.co/yW6hj5mo6B http://t.co/GVtS…",FALSE,0,NA,2014-10-17 12:43:37,FALSE,NA,"523091964296953856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HantsHeritArch",28,TRUE,FALSE,NA,NA
"78","RT @britishmuseum: Have your say about the #MuseumOfTheFuture by filling in our quick online survey http://t.co/yW6hj5mo6B http://t.co/GVtS…",FALSE,0,NA,2014-10-17 12:43:36,FALSE,NA,"523091961046368259",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","Librinregalo",28,TRUE,FALSE,NA,NA
"79","RT @britishmuseum: You can also see the highlights of the second #MuseumOfTheFuture debate in this @Storify http://t.co/HMiORYXrI9 http://t…",FALSE,0,NA,2014-10-17 12:42:41,FALSE,NA,"523091728350605312",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","SharlaEversman",13,TRUE,FALSE,NA,NA
